,Track,Artist,Genre,Album Title,Album Type,Release Date,Thumbnail,Acousticness,Danceability,Energy,Instrumentalness,Popularity,Speechiness,Track ID,Release Year
93,I Get Around,2Pac,"g funk, gangster rap, hip hop, rap, west coast rap",Strictly 4 My N.I.G.G.A.Z...,album,1993-02-16,https://i.scdn.co/image/ab67616d000048517f6f6c9e4b492a3d7e910d82,0.156,0.846,0.416,9.34e-06,0.7272727272727273,0.118,4voEoczU7Ijborps9XF1n3,1993
94,Brenda's Got A Baby,2Pac,"g funk, gangster rap, hip hop, rap, west coast rap",2Pacalypse Now,album,1991-11-12,https://i.scdn.co/image/ab67616d000048517e1888783100598328e20e9b,0.0275,0.67,0.496,0.0,0.5454545454545454,0.0907,791YTMSeD7SPGWHLIe61ew,1991
95,To Live And Die In L.A.,Makaveli,"gangster rap, hip hop, singeli",The Don Killuminati: The 7 Day Theory,album,1996-11-05,https://i.scdn.co/image/ab67616d000048515fef8582cdf1c93da83f7038,0.24,0.578,0.819,0.0,0.010101010101010102,0.312,1ZvhmUmU6zeoo1oNKwBYgf,1996
96,Toss It Up,Makaveli,"gangster rap, hip hop, singeli",The Don Killuminati: The 7 Day Theory,album,1996-11-05,https://i.scdn.co/image/ab67616d000048515fef8582cdf1c93da83f7038,0.0675,0.766,0.796,0.0,0.0,0.266,5ODyMvsNk3iCgmXJ4Sze4D,1996
97,Her,Clyde Cyrus,lo-fi rap,Her,single,2022-03-18,https://i.scdn.co/image/ab67616d000048510fc0b73e3d6ae15a22e6db90,0.0717,0.645,0.522,1.94e-06,0.2222222222222222,0.351,3s7axnNhQTrrpzDZwH0V61,2022
98,No Vaseline,Ice Cube,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap",Death Certificate,album,1991-10-29,https://i.scdn.co/image/ab67616d0000485166884667b3a8901fb702ba92,0.0384,0.574,0.927,0.0,0.0,0.377,7L7JF5RZ2s5Pb0qSV3V5cW,1991
99,Check Yo Self - Remix,Ice Cube,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap",Bootlegs And B-Sides,compilation,1994-11-22,https://i.scdn.co/image/ab67616d0000485196c799b97ad8d8be2d315dd0,0.031,0.934,0.735,8.6e-06,0.7373737373737373,0.251,3NGT0Td7H4Is1qrlDQJxma,1994
100,Semi-Charmed Life,Third Eye Blind,"alternative metal, pop rock, post-grunge",Third Eye Blind,album,1997-04-08,https://i.scdn.co/image/ab67616d000048514139c9208eeed67d2a211beb,0.00832,0.64,0.864,0.0,0.7676767676767676,0.0314,42et6fnHCw1HIPSrdPprMl,1997
101,Inside Out,Eve 6,"alternative metal, pop rock, post-grunge",Eve 6,album,1998-01-01,https://i.scdn.co/image/ab67616d00004851859d6607e67a7bea86f9e924,0.114,0.483,0.818,0.0,0.7070707070707071,0.0444,4GiVcDqNQI0fc0yYuRGH9m,1998
102,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",Mellon Collie And The Infinite Sadness (Remastered),album,1995-12-12,https://i.scdn.co/image/ab67616d000048514c42e40240028664f939f81c,5.59e-05,0.404,0.72,0.836,0.0,0.0623,4qMzPtAZe0C9KWpWIzvZAP,1995
103,Jeremy,Pearl Jam,"alternative metal, alternative rock, grunge, permanent wave, rock",Ten,album,1991-08-27,https://i.scdn.co/image/ab67616d00004851d400d27cba05bb0545533864,0.0404,0.285,0.846,0.0,0.7373737373737373,0.0438,62nQ8UZVqR2RMvkJHkcO2o,1991
104,Smells Like Teen Spirit,Nirvana,"grunge, permanent wave, rock",Nevermind (Remastered),album,1991-09-26,https://i.scdn.co/image/ab67616d00004851e175a19e530c898d167d39bf,2.55e-05,0.502,0.912,0.000173,0.8080808080808081,0.0564,5ghIJDpPoe3CfHMGu71E6T,1991
105,Everlong,Foo Fighters,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",The Colour And The Shape,album,1997-05-20,https://i.scdn.co/image/ab67616d000048510389027010b78a5e7dce426b,5.99e-05,0.413,0.881,0.000308,0.8686868686868687,0.0367,5UWwZ5lm5PKu6eKsHAGxOk,1997
106,Basket Case,Green Day,"modern rock, permanent wave, punk, rock",Dookie,album,1994-02-01,https://i.scdn.co/image/ab67616d00004851db89b08034de626ebee6823d,0.00293,0.442,0.943,8.71e-06,0.8383838383838383,0.0602,6L89mwZXSOwYl76YXfX13s,1994
107,Santeria,Sublime,"rap rock, reggae fusion, ska mexicano, ska punk",Sublime (Explicit Version),album,1996-07-30,https://i.scdn.co/image/ab67616d000048510193b418a25d229453c1927b,0.0223,0.673,0.772,1.23e-06,0.0,0.0427,6cJqlSO19vsfCsH1FeFI35,1996
108,Push,Matchbox Twenty,"neo mellow, pop rock, post-grunge",Yourself or Someone Like You,album,1996-10-01,https://i.scdn.co/image/ab67616d0000485123dbfb8b3b1be429587f5380,0.0067,0.42,0.672,0.0,0.7474747474747475,0.027,2KVwlelhxKUy8LVV6JypH3,1996
109,Black Hole Sun,Soundgarden,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, rock",Superunknown (20th Anniversary),album,1994-03-09,https://i.scdn.co/image/ab67616d000048515124ed45a94033830b320500,0.000217,0.35,0.828,0.000161,0.5656565656565656,0.041,4xdHI4eFNst0vTZuuKrWjr,1994
110,Fade Into You,Mazzy Star,"dream pop, melancholia, shoegaze, slowcore",So Tonight That I Might See,album,1993-10-05,https://i.scdn.co/image/ab67616d0000485189a392107ebd79818022b3ea,0.245,0.42,0.33,0.000679,0.8080808080808081,0.0275,1LzNfuep1bnAUR9skqdHCK,1993
111,If You Could Only See,Tonic,"pop rock, post-grunge",Lemon Parade,album,1996-07-15,https://i.scdn.co/image/ab67616d00004851f9a205a1a377506ff51b1a25,0.00264,0.433,0.946,0.0,0.6868686868686869,0.0398,4KoNBTm9a55KgLMtEaf3n6,1996
112,Don't Look Back In Anger,Oasis,"beatlesque, britpop, madchester, permanent wave, rock",(What's The Story) Morning Glory?,album,1995-10-02,https://i.scdn.co/image/ab67616d000048512f2eeee9b405f4d00428d84c,0.026,0.349,0.917,7.25e-06,0.696969696969697,0.071,7ppPZa3TRUSGKaks9wH7VT,1995
113,Iris,The Goo Goo Dolls,"neo mellow, permanent wave, pop rock, post-grunge",Dizzy up the Girl,album,1998-09-11,https://i.scdn.co/image/ab67616d00004851eda9478c39a21e1cdc6609ca,0.00125,0.315,0.715,7.97e-06,0.8686868686868687,0.0362,6Qyc6fS4DsZjB2mRW9DsQs,1998
114,Glycerine,Bush,"alternative metal, alternative rock, grunge, nu metal, post-grunge, rock",Sixteen Stone (Remastered),album,2014-10-14,https://i.scdn.co/image/ab67616d00004851b915466e715e0bf6c3da35a1,0.0371,0.437,0.337,0.000946,0.6767676767676768,0.0326,7wpYSigAhQeZp3cdsMQ3Af,2014
116,Creep,Radiohead,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",Pablo Honey (Collector's Edition),album,1993-04-23,https://i.scdn.co/image/ab67616d0000485102411992c50bee356ce04d68,0.00563,0.532,0.344,0.000473,0.0,0.035,3HfB5hBU0dmBt8T0iCmH42,1993
117,Lightning Crashes,Live,"grunge, pop rock, post-grunge",Throwing Copper,album,1994-01-01,https://i.scdn.co/image/ab67616d0000485123d8d82a798baa960fdb5070,0.241,0.385,0.433,7.07e-06,0.7070707070707071,0.0435,48iWbsOaBUAGzMdoSmqyg1,1994
118,Desperately Wanting,Better Than Ezra,"pop rock, post-grunge",Friction Baby,album,1996-08-02,https://i.scdn.co/image/ab67616d00004851c62015342d4d7f8f2486a3d9,0.000165,0.494,0.913,0.00898,0.5757575757575758,0.0378,7GuLQiPvQbfzP0kqcvgIQQ,1996
119,Far Behind,Candlebox,"alternative metal, alternative rock, grunge, nu metal, post-grunge",The Candlebox Collection,album,2013-07-17,https://i.scdn.co/image/ab67616d0000485197cd10c091e2bdb3ed47a088,0.00187,0.552,0.645,1.38e-06,0.5454545454545454,0.0268,1t1NX1DJQDcmZA0lvCnFjC,2013
120,Otherside,Red Hot Chili Peppers,"alternative rock, funk metal, funk rock, permanent wave, rock",Californication,album,1999-06-08,https://i.scdn.co/image/ab67616d00004851a9249ebb15ca7a5b75f16a90,0.00316,0.458,0.795,0.000202,0.6060606060606061,0.0574,3CeYdUfGPCjKMDYyI1PpCh,1999
121,This Is a Call,Foo Fighters,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",Foo Fighters,album,1995-07-04,https://i.scdn.co/image/ab67616d00004851126420226a30aa75a2f52691,0.00141,0.261,0.964,2.87e-05,0.6464646464646465,0.0638,2wO8aOvN1ogLy1N8XT1WJE,1995
122,Celebrity Skin,Hole,"alternative rock, grunge, riot grrrl",Celebrity Skin,album,1998-01-01,https://i.scdn.co/image/ab67616d000048510649124c37ce988317263671,9.44e-06,0.438,0.905,5.4e-05,0.7070707070707071,0.0419,2V4Bc2I962j7acQj1N0PiQ,1998
123,No Rain,Blind Melon,"alternative metal, alternative rock, grunge, pop rock, rock",Blind Melon,album,1992-01-01,https://i.scdn.co/image/ab67616d000048517ed1df1690df31d094d7c2bc,0.619,0.389,0.476,5.09e-05,0.7777777777777778,0.0316,6txWz9UapYHVxEd7dDIHXT,1992
124,Hanginaround,Counting Crows,"neo mellow, pop rock, post-grunge, rock",Films About Ghosts: The Best Of...,compilation,2003-01-01,https://i.scdn.co/image/ab67616d000048511c226634897f587ff83313e8,0.263,0.345,0.771,0.0,0.3434343434343434,0.0845,5cVzasMR8SL7Q5RbLJFreu,2003
125,1979 - Remastered 2012,The Smashing Pumpkins,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",Mellon Collie And The Infinite Sadness (Remastered),album,1995-12-12,https://i.scdn.co/image/ab67616d000048514c42e40240028664f939f81c,0.0163,0.767,0.787,0.583,0.0,0.0331,3Y8Ff1nH44jFywAtpgmleZ,1995
126,3AM,Matchbox Twenty,"neo mellow, pop rock, post-grunge",Yourself or Someone Like You,album,1996-10-01,https://i.scdn.co/image/ab67616d0000485123dbfb8b3b1be429587f5380,0.00573,0.521,0.673,0.0,0.7474747474747475,0.0284,5vYA1mW9g2Coh1HUFUSmlb,1996
127,All For You,Sister Hazel,"neo mellow, pop rock, post-grunge",...Somewhere More Familiar,album,1997-01-01,https://i.scdn.co/image/ab67616d00004851ec9714658411bb44e6bbf798,0.0316,0.633,0.754,2.27e-05,0.6868686868686869,0.0382,2skmOCFU64Bg7Ytkgwliwe,1997
128,Time,Hootie & The Blowfish,"heartland rock, pop rock, post-grunge",Cracked Rear View,album,1994-07-01,https://i.scdn.co/image/ab67616d00004851820d2376b2fb84aa99823903,0.0373,0.387,0.875,0.0,0.5959595959595959,0.0385,1N0UflnZhn7xOkrN2l8zxx,1994
129,Plush,Stone Temple Pilots,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, post-grunge, rock",Core,album,1992-09-29,https://i.scdn.co/image/ab67616d00004851147e0a8a7c795a4eb7c511db,0.0021,0.423,0.954,0.0,0.6868686868686869,0.047,3jJZVeExYzVYiV6Y9Fl3DX,1992
130,Come As You Are,Nirvana,"grunge, permanent wave, rock",Nevermind (Remastered),album,1991-09-26,https://i.scdn.co/image/ab67616d00004851e175a19e530c898d167d39bf,0.00016,0.5,0.824,0.00161,0.797979797979798,0.0388,4P5KoWXOxwuobLmHXLMobV,1991
131,How's It Going to Be,Third Eye Blind,"alternative metal, pop rock, post-grunge",Third Eye Blind,album,1997-04-08,https://i.scdn.co/image/ab67616d000048514139c9208eeed67d2a211beb,0.00327,0.561,0.593,0.00144,0.6868686868686869,0.0264,3Uvx1TO0Kg5HgGPk58lHXv,1997
132,Only Happy When It Rains,Garbage,"alternative rock, dance rock, electronic rock, permanent wave",Garbage (20th Anniversary Edition/Remastered),album,1995-01-01,https://i.scdn.co/image/ab67616d00004851977d6d63ddf4d51e3b7f33c8,3.77e-05,0.511,0.827,0.00103,0.46464646464646464,0.0323,7qLrnU1nFhi41t1HcC7bkD,1995
133,Take a Picture,Filter,"alternative metal, alternative rock, grunge, industrial metal, nu metal, post-grunge",Title Of Record,album,1999-08-23,https://i.scdn.co/image/ab67616d00004851615484d88ae54b0a5b82cfe4,0.000103,0.446,0.762,7.2e-05,0.0,0.0422,2c5wml8wsBnPfNSbCZ574T,1999
134,Alive,Pearl Jam,"alternative metal, alternative rock, grunge, permanent wave, rock",Ten,album,1991-08-27,https://i.scdn.co/image/ab67616d00004851d400d27cba05bb0545533864,0.00752,0.284,0.875,0.000461,0.7777777777777778,0.0422,1L94M3KIu7QluZe63g64rv,1991
135,Father Of Mine,Everclear,"alternative metal, alternative rock, nu metal, permanent wave, pop rock, post-grunge",So Much For The Afterglow,album,1997-09-25,https://i.scdn.co/image/ab67616d00004851dba788c3bf83626ee28aea33,0.000431,0.568,0.94,4.96e-05,0.0,0.0411,4N2utzbudidhsWZLpdHb2U,1997
136,Two Princes,Spin Doctors,"alternative rock, pop rock, post-grunge",Pocket Full Of Kryptonite,album,1991-08-27,https://i.scdn.co/image/ab67616d00004851436e38032cf3389d01426eca,0.00162,0.543,0.912,2.1e-06,0.7272727272727273,0.0601,4ePP9So5xRzspjLFVVbj90,1991
137,Long Day,Matchbox Twenty,"neo mellow, pop rock, post-grunge",Yourself or Someone Like You,album,1996-10-01,https://i.scdn.co/image/ab67616d0000485123dbfb8b3b1be429587f5380,0.00279,0.458,0.822,0.0,0.6161616161616161,0.0431,4r7im8h2DTRPvl25YfNyIT,1996
138,Good Riddance (Time of Your Life),Green Day,"modern rock, permanent wave, punk, rock",Nimrod,album,1997-10-14,https://i.scdn.co/image/ab67616d00004851da4f6706ae0f2501c61ce776,0.183,0.475,0.432,0.0,0.8080808080808081,0.0302,6ORqU0bHbVCRjXm9AjyHyZ,1997
139,Hey Jealousy,Gin Blossoms,"permanent wave, pop rock, post-grunge, tempe indie",Outside Looking In: The Best Of The Gin Blossoms,compilation,1999-01-01,https://i.scdn.co/image/ab67616d0000485152d407ba4ee42f44c4559440,0.000639,0.462,0.801,1.51e-06,0.5757575757575758,0.0418,1ZoHRnS5U4m7V5pgvFiK1N,1999
140,Save Tonight,Eagle-Eye Cherry,pop rock,Desireless,album,1998-07-13,https://i.scdn.co/image/ab67616d00004851aacc6949864aa4c1073d3060,9.24e-05,0.547,0.693,5.46e-05,0.696969696969697,0.0353,1t2Hq2WIBcZINOEnK6mdJG,1998
141,My Hero,Foo Fighters,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",The Colour And The Shape,album,1997-05-20,https://i.scdn.co/image/ab67616d000048510389027010b78a5e7dce426b,6.2e-05,0.398,0.927,0.000177,0.7777777777777778,0.0567,4dVbhS6OiYvFikshyaQaCN,1997
142,Roll To Me,Del Amitri,"britpop, melancholia, new wave pop, scottish rock",Twisted,album,1995-01-01,https://i.scdn.co/image/ab67616d0000485101eeafbe77180ad32cc1b250,0.418,0.567,0.821,0.0,0.6464646464646465,0.0371,7LF0YY1gON8rBECsyEs0Wb,1995
143,Stellar,Incubus,"alternative metal, alternative rock, funk metal, funk rock, nu metal, post-grunge, rock",Make Yourself,album,1999-10-26,https://i.scdn.co/image/ab67616d0000485174fad40214d982351347e46e,0.00106,0.582,0.765,0.0506,0.6464646464646465,0.0376,6ISuXA3UCPMtsyEUGUTAyn,1999
144,Californication,Red Hot Chili Peppers,"alternative rock, funk metal, funk rock, permanent wave, rock",Californication,album,1999-06-08,https://i.scdn.co/image/ab67616d00004851a9249ebb15ca7a5b75f16a90,0.0021,0.592,0.767,0.00165,0.6161616161616161,0.027,34KTEhpPjq6IAgQg2yzJAL,1999
145,Heart-Shaped Box,Nirvana,"grunge, permanent wave, rock",In Utero - 20th Anniversary - Deluxe Edition,album,1993-09-21,https://i.scdn.co/image/ab67616d00004851aca059cebc1841277db22d1c,0.199,0.256,0.641,0.0329,0.8080808080808081,0.0552,11LmqTE2naFULdEP94AUBa,1993
146,Machinehead,Bush,"alternative metal, alternative rock, grunge, nu metal, post-grunge, rock",Sixteen Stone (Remastered),album,2014-10-14,https://i.scdn.co/image/ab67616d00004851b915466e715e0bf6c3da35a1,2.57e-05,0.143,0.919,0.00427,0.6767676767676768,0.11,6dJODklApmve5IzgKWUqV2,2014
147,Today - 2011 Remaster,The Smashing Pumpkins,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",Siamese Dream (2011 - Remaster),album,1993-01-01,https://i.scdn.co/image/ab67616d00004851f2d545725306109149c3527f,3.35e-05,0.456,0.826,0.57,0.0,0.0268,4XizBlyqR7ZGVTX0Fyonm2,1993
148,Even Flow,Pearl Jam,"alternative metal, alternative rock, grunge, permanent wave, rock",Ten,album,1991-08-27,https://i.scdn.co/image/ab67616d00004851d400d27cba05bb0545533864,0.00178,0.394,0.944,4.54e-06,0.8080808080808081,0.0761,6QewNVIDKdSl8Y3ycuHIei,1991
149,Bound For The Floor,Local H,"grunge, post-grunge",Best Of Local H – The Island Years,compilation,2011-01-01,https://i.scdn.co/image/ab67616d00004851c5750b2c00a0dd6232f62009,0.000105,0.627,0.489,0.00283,0.5151515151515151,0.0557,7izsUQjOYXVWkmFvEpTakb,2011
150,Bitter Sweet Symphony,The Verve,"britpop, permanent wave, rock, shoegaze",Urban Hymns,album,1997-09-29,https://i.scdn.co/image/ab67616d000048518f0a8a62487542fef319d20a,0.0415,0.389,0.889,0.0,0.0,0.0442,5yEPxDjbbzUzyauGtnmVEC,1997
151,You're a God,Vertical Horizon,"neo mellow, pop rock, post-grunge",Everything You Want,album,1999-06-14,https://i.scdn.co/image/ab67616d00004851dde37a43468f6a6f60f782e1,0.00119,0.649,0.852,3.32e-05,0.5959595959595959,0.0307,758wp6xs3ADdgIwdeHoXmX,1999
152,All The Small Things,blink-182,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",Enema Of The State,album,1999-01-01,https://i.scdn.co/image/ab67616d00004851645606c85724da85f15f6dee,0.0122,0.439,0.891,0.0,0.0,0.057,7yCPwWs66K8Ba5lFuU2bcx,1999
153,Flagpole Sitta,Harvey Danger,"pop rock, post-grunge",Where Have All The Merrymakers Gone?,album,1997-01-01,https://i.scdn.co/image/ab67616d00004851868d99be4de6929eeac899ba,0.00152,0.361,0.901,0.000263,0.6767676767676768,0.0443,7cz70nyRXlCJOE85whEkgU,1997
154,Buddy Holly,Weezer,"alternative rock, modern power pop, modern rock, permanent wave, rock",Weezer (Deluxe Edition),album,1994-05-10,https://i.scdn.co/image/ab67616d00004851252c0cdd739400c558a753b2,0.00611,0.535,0.931,7.26e-05,0.0,0.0451,7GptbanebPZYkLPvjNfd6m,1994
155,Cryin',Aerosmith,"album rock, classic rock, hard rock, rock",Get A Grip,album,1993-01-01,https://i.scdn.co/image/ab67616d00004851587b26d49596162397b29ec8,0.000202,0.445,0.856,0.0101,0.5454545454545454,0.0327,0NJC0FDCODpPUntRTTQq97,1993
156,I Will Buy You A New Life - Remastered 2004,Everclear,"alternative metal, alternative rock, nu metal, permanent wave, pop rock, post-grunge",Ten Years Gone: The Best Of Everclear 1994-2004,compilation,2004-10-05,https://i.scdn.co/image/ab67616d0000485147bedd84f890d2ef9f634632,0.0279,0.458,0.9,0.00129,0.47474747474747475,0.0572,14d9pTFIVWZN5hcrtfrgjc,2004
157,Interstate Love Song,Stone Temple Pilots,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, post-grunge, rock",Purple,album,1994-06-07,https://i.scdn.co/image/ab67616d00004851a6e07487251d331f8a68b553,0.000552,0.214,0.947,0.00352,0.0,0.0507,1AfYo6cKm3yHsJHdmNoGO1,1994
158,Shine,Collective Soul,"alternative rock, grunge, pop rock, post-grunge, rock","Hints, Allegations & Things Left Unsaid",album,1994-03-29,https://i.scdn.co/image/ab67616d00004851eab31708f8d7466dde6e17c5,0.294,0.54,0.423,0.0884,0.0,0.0283,1HZ3cUZUw5htSFmah1V8Ko,1994
159,Everybody Hurts,R.E.M.,"alternative rock, athens indie, permanent wave, rock",Automatic For The People (U.S. Version),album,1992-10-05,https://i.scdn.co/image/ab67616d00004851338214ba1ebe35d388f0d589,0.614,0.254,0.383,0.0237,0.0,0.0282,4tCWWnk3BXinf7FllmSyHW,1992
160,The Kids Aren't Alright,The Offspring,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",Americana,album,1998-11-17,https://i.scdn.co/image/ab67616d000048510fdb7379076fe5c08ac55c38,0.00599,0.52,0.945,4.97e-05,0.0,0.0335,4sQJXbtxwoKHG7PwMRJ0Ig,1998
161,Til I Hear It From You,Gin Blossoms,"permanent wave, pop rock, post-grunge, tempe indie",Outside Looking In: The Best Of The Gin Blossoms,compilation,1999-01-01,https://i.scdn.co/image/ab67616d0000485152d407ba4ee42f44c4559440,0.0645,0.555,0.797,0.0,0.494949494949495,0.0319,59IMJ1XHmOXRFE072RQafl,1999
162,I Alone,Live,"grunge, pop rock, post-grunge",Throwing Copper,album,1994-01-01,https://i.scdn.co/image/ab67616d0000485123d8d82a798baa960fdb5070,0.00228,0.396,0.817,0.00417,0.6666666666666666,0.045,3LpnzPxkMI6XS4JCbhNeek,1994
163,Jumper - 1998 Edit,Third Eye Blind,"alternative metal, pop rock, post-grunge",Third Eye Blind,album,1997-04-08,https://i.scdn.co/image/ab67616d000048514139c9208eeed67d2a211beb,0.0129,0.599,0.543,0.00204,0.696969696969697,0.0302,3354J49VpkbZJho7Ztdzpw,1997
164,The Distance,CAKE,"alternative rock, pop rock, post-grunge, sacramento indie",Fashion Nugget,album,1996-09-17,https://i.scdn.co/image/ab67616d00004851150e65cb1803d0b4b14343f6,0.00795,0.463,0.749,0.00221,0.04040404040404041,0.0894,0xMEF2WiqKWTIG7Krjungw,1996
165,Lithium,Nirvana,"grunge, permanent wave, rock",Nevermind (Remastered),album,1991-09-26,https://i.scdn.co/image/ab67616d00004851e175a19e530c898d167d39bf,0.00174,0.678,0.656,0.0,0.7373737373737373,0.0381,2YodwKJnbPyNKe8XXSE9V7,1991
166,Run-Around,Blues Traveler,"heartland rock, jam band, pop rock, post-grunge",Four,album,1994-01-01,https://i.scdn.co/image/ab67616d000048514e2e887ee7656310cfa244f6,0.0865,0.629,0.867,0.0,0.6767676767676768,0.0603,500Tkm3vJmVtdUwdCVxCTb,1994
167,A Long December,Counting Crows,"neo mellow, pop rock, post-grunge, rock",Recovering The Satellites,album,1996-01-01,https://i.scdn.co/image/ab67616d000048516768a33a2b2050c63ad34585,0.472,0.388,0.579,0.00055,0.6161616161616161,0.0286,1tjKIXd7DYNklhVSgBxREi,1996
168,Say It Ain't So,Weezer,"alternative rock, modern power pop, modern rock, permanent wave, rock",Weezer (Deluxe Edition),album,1994-05-10,https://i.scdn.co/image/ab67616d00004851252c0cdd739400c558a753b2,0.00328,0.635,0.435,6.78e-06,0.0,0.031,4YPhn26bIFm2KUkL1VLzQG,1994
169,Santa Monica,Everclear,"alternative metal, alternative rock, nu metal, permanent wave, pop rock, post-grunge",Sparkle And Fade,album,1995-01-01,https://i.scdn.co/image/ab67616d00004851ec4d79e8035ed2803ecfe2b3,0.156,0.491,0.942,0.0,0.7373737373737373,0.132,37EJtTS7jT5WUyXGZzrwnI,1995
170,Adam's Song,blink-182,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",Enema Of The State,album,1999-01-01,https://i.scdn.co/image/ab67616d00004851645606c85724da85f15f6dee,0.039,0.514,0.771,0.0,0.0,0.0364,43NhiKnrtGqztxDqXrcUux,1999
171,Under the Bridge,Red Hot Chili Peppers,"alternative rock, funk metal, funk rock, permanent wave, rock",Blood Sugar Sex Magik,album,1991-09-24,https://i.scdn.co/image/ab67616d00004851e7957730bc48a85ee53657fd,0.0576,0.559,0.345,0.000105,0.494949494949495,0.0459,5PclxRY6shIQzSKxxbdZso,1991
172,Disarm - 2011 Remaster,The Smashing Pumpkins,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",Siamese Dream (2011 - Remaster),album,1993-01-01,https://i.scdn.co/image/ab67616d00004851f2d545725306109149c3527f,0.142,0.527,0.418,0.775,0.0,0.0277,2lXHg7BtTNoP39AezyCSfL,1993
173,It's All Been Done,Barenaked Ladies,"canadian pop, canadian rock, pop rock, post-grunge",Stunt,album,1998-07-07,https://i.scdn.co/image/ab67616d000048512db1f620d6d51d31825ebebe,0.000173,0.521,0.919,0.00218,0.0,0.0475,3dnY1Rl8JnjP1ZDFGrDzfh,1998
